BuildingType,PrimaryPropertyType,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,GHGEmissionsIntensity,Building_Age,Emissions_per_Surface,Energy_per_Surface,GFA-1use_ratio,GFA_per_Floor,Emissions_per_floor,Energy_per_floor,Elec_ratio,steam_ratio,NGas_ratio,District
NonResidential,Large Office,2,30855,10285,2.0,2.77,54,0.0,95.5,0.7,15427.5,42.78,1473378.12,0.52,0.0,0.48,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,73549,0,90.0,1.46,106,0.0,38.46,0.57,24516.33,35.82,942983.5,0.33,0.0,0.67,CENTRAL CITY
NonResidential,Large Office,3,39115,0,42.0,1.53,53,0.0,95.5,1.28,13038.33,20.01,1245102.83,0.8,0.0,0.2,CENTRAL CITY
NonResidential,Other,3,38038,0,0.0,1.46,100,0.0,29.11,0.94,12679.33,18.54,369096.88,0.38,0.62,0.0,CENTRAL CITY
NonResidential,Other,3,37796,0,55.0,3.27,54,0.0,65.24,1.4,12598.67,41.14,821994.5,0.36,0.56,0.08,CENTRAL CITY
Nonresidential COS,Small- and Mid-Sized Office,1,27744,0,0.0,1.35,23,0.0,193.04,0.66,27744.0,37.34,5355753.0,1.0,0.0,0.0,NORTH END
NonResidential,Warehouse,1,27553,0,63.0,1.15,66,0.0,35.08,1.0,27553.0,31.61,966677.12,0.44,0.0,0.56,NORTH END
NonResidential,Other,1,57310,0,0.0,0.61,65,0.0,21.88,1.0,57310.0,34.87,1253745.5,0.55,0.0,0.45,NORTH END
NonResidential,Mixed Use Property,2,25920,0,0.0,0.64,96,0.0,38.16,0.39,12960.0,8.28,494539.75,0.79,0.0,0.21,CENTRAL CITY
NonResidential,Retail Store,3,40686,0,0.0,1.79,97,0.0,51.76,1.0,13562.0,24.33,702024.5,0.4,0.0,0.6,CENTRAL CITY
NonResidential,Retail Store,2,45271,0,57.0,1.83,52,0.0,56.41,1.0,22635.5,41.36,1276881.75,0.45,0.0,0.55,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,28380,12180,62.0,1.26,96,0.0,48.35,1.0,9460.0,11.92,457404.46,0.59,0.0,0.41,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,26176,0,95.0,1.23,90,0.0,36.94,0.91,8725.33,10.7,322302.46,0.43,0.0,0.57,CENTRAL CITY
Nonresidential COS,Other,1,26000,0,0.0,7.08,55,0.01,202.98,1.92,26000.0,184.09,5277482.5,0.6,0.4,0.0,NORTH END
NonResidential,Other,3,23241,0,66.0,0.89,7,0.0,31.81,1.0,7747.0,6.88,246403.5,0.55,0.0,0.45,NORTH END
Nonresidential COS,Other,1,21018,0,0.0,1.17,14,0.0,83.79,1.0,21018.0,24.62,1761137.5,0.9,0.1,0.0,NORTH END
Nonresidential COS,Other,1,30533,0,0.0,6.29,18,0.01,193.33,0.94,30533.0,192.12,5903015.0,0.45,0.0,0.55,NORTH END
Nonresidential COS,Other,2,40600,0,0.0,1.01,24,0.0,61.22,0.81,20300.0,20.53,1242760.5,0.61,0.06,0.15,NORTH END
NonResidential,Small- and Mid-Sized Office,4,38038,0,84.0,0.37,17,0.0,52.68,1.0,9509.5,3.49,500951.94,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,64596,24596,92.0,1.2,9,0.0,39.08,0.64,16149.0,19.45,631057.06,0.48,0.0,0.52,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,35780,0,77.0,0.37,90,0.0,53.46,0.62,8945.0,3.33,478190.19,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,4,25132,7308,41.0,0.16,52,0.0,22.47,0.32,6283.0,0.98,141188.55,1.0,0.0,0.0,NORTH END
Nonresidential COS,Other,1,49680,0,0.0,2.4,50,0.0,57.26,1.0,49680.0,119.34,2844685.0,0.46,0.5,0.0,CENTRAL CITY
Nonresidential COS,Other,1,36314,0,0.0,1.22,54,0.0,50.47,1.0,36314.0,44.33,1832808.75,0.61,0.11,0.21,CENTRAL CITY
NonResidential,Other,2,25920,0,0.0,0.34,100,0.0,48.53,0.46,12960.0,4.38,628887.31,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,47686,0,72.0,1.62,97,0.0,43.44,0.53,11921.5,19.37,517917.56,0.57,0.43,0.0,CENTRAL CITY
Campus,Mixed Use Property,2,49280,0,0.0,1.99,116,0.0,110.33,0.32,24640.0,49.14,2718555.25,0.76,0.0,0.24,CENTRAL CITY
Campus,Retail Store,2,25380,0,0.0,8.62,104,0.01,271.93,0.67,12690.0,109.4,3450777.0,0.46,0.0,0.54,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,40715,0,0.0,1.1,101,0.0,69.45,0.51,6785.83,7.48,471295.46,0.81,0.0,0.19,CENTRAL CITY
NonResidential,Mixed Use Property,4,82065,34800,91.0,0.15,26,0.0,20.92,0.44,20516.25,2.99,429282.72,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,36160,0,47.0,0.36,106,0.0,51.5,1.0,9040.0,3.24,465544.22,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,1,34617,0,0.0,4.14,98,0.0,148.38,0.19,34617.0,143.34,5136604.5,0.55,0.0,0.45,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,66900,0,100.0,0.21,107,0.0,24.43,1.02,13380.0,2.83,326835.65,0.96,0.0,0.04,CENTRAL CITY
NonResidential,Mixed Use Property,3,29340,0,0.0,2.59,106,0.0,73.63,0.43,9780.0,25.33,720140.0,0.39,0.0,0.61,CENTRAL CITY
NonResidential,Other,2,22710,0,0.0,0.09,86,0.0,12.67,1.0,11355.0,1.0,143881.75,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,50499,13540,13.0,0.44,16,0.0,63.47,0.73,16833.0,7.49,1068394.17,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,54465,9605,68.0,0.76,52,0.0,66.11,1.06,10893.0,8.24,720114.25,0.9,0.0,0.1,CENTRAL CITY
NonResidential,K-12 School,2,45960,0,56.0,3.98,86,0.0,90.67,1.0,22980.0,91.4,2083626.88,0.2,0.0,0.8,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,21128,0,97.0,0.14,57,0.0,20.66,1.0,10564.0,1.52,218302.05,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,51552,0,0.0,0.21,3,0.0,29.85,1.05,17184.0,3.58,513022.12,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,4,38520,0,37.0,1.95,57,0.0,72.81,1.0,9630.0,18.81,701133.5,0.57,0.0,0.43,CENTRAL CITY
NonResidential,Other,3,29186,4256,95.0,1.04,55,0.0,29.71,0.65,9728.67,10.07,289061.46,0.4,0.0,0.6,CENTRAL CITY
NonResidential,Other,1,27338,0,56.0,0.15,56,0.0,21.26,1.0,27338.0,4.05,581289.0,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,2,85750,65640,0.0,0.91,17,0.0,23.86,0.76,42875.0,38.88,1022796.0,0.33,0.0,0.67,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,45864,0,94.0,2.52,86,0.0,56.48,1.0,15288.0,38.48,863540.67,0.19,0.0,0.81,NORTH END
NonResidential,K-12 School,2,49252,0,23.0,2.13,17,0.0,70.78,1.24,24626.0,52.46,1742932.75,0.5,0.0,0.5,NORTH END
SPS-District K-12,K-12 School,1,34005,0,94.0,0.3,66,0.0,29.17,1.48,34005.0,10.15,991918.0,0.93,0.0,0.07,NORTH END
SPS-District K-12,K-12 School,1,41221,0,83.0,1.13,67,0.0,54.5,1.48,41221.0,46.46,2246747.5,0.7,0.0,0.3,SOUTH END
NonResidential,Small- and Mid-Sized Office,3,33176,0,89.0,1.08,29,0.0,42.99,1.0,11058.67,11.99,475426.5,0.6,0.0,0.4,CENTRAL CITY
NonResidential,Retail Store,3,25194,3764,0.0,2.22,23,0.0,74.57,0.43,8398.0,18.65,626247.62,0.51,0.0,0.49,CENTRAL CITY
SPS-District K-12,K-12 School,2,75605,0,83.0,0.67,16,0.0,30.09,1.0,37802.5,25.34,1137436.75,0.67,0.0,0.33,SOUTH END
SPS-District K-12,K-12 School,2,29525,0,77.0,0.83,8,0.0,43.96,1.0,14762.5,12.21,648906.38,0.74,0.0,0.26,SOUTH END
NonResidential,Other,99,21948,0,80.0,0.1,39,0.0,14.85,1.0,221.7,0.02,3292.94,1.0,0.0,0.0,SOUTH END
NonResidential,Other,3,31191,0,0.0,5.39,89,0.01,188.4,0.96,10397.0,55.99,1958813.0,0.53,0.0,0.47,CENTRAL CITY
NonResidential,Other,1,37377,0,0.0,2.99,69,0.0,81.36,0.84,37377.0,111.73,3040978.0,0.35,0.0,0.65,NORTH END
NonResidential,Warehouse,1,29380,0,33.0,0.2,39,0.0,29.14,0.57,29380.0,5.97,856088.62,1.0,0.0,0.0,SOUTH END
NonResidential,Other,2,22688,0,87.0,0.31,94,0.0,14.62,1.0,11344.0,3.54,165837.5,0.69,0.0,0.31,CENTRAL CITY
NonResidential,Other,2,22364,0,0.0,2.43,54,0.0,65.6,1.0,11182.0,27.22,733514.88,0.35,0.0,0.65,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,41262,0,84.0,0.32,34,0.0,46.13,0.99,20631.0,6.64,951727.94,1.0,0.0,0.0,SOUTH END
NonResidential,Other,3,45680,0,79.0,1.9,108,0.0,45.47,1.0,15226.67,28.94,692346.46,0.25,0.0,0.75,NORTH END
NonResidential,Other,1,23562,0,96.0,0.16,59,0.0,22.57,0.78,23562.0,3.71,531737.19,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,4,28844,0,0.0,0.22,17,0.0,31.57,0.36,7211.0,1.59,227679.67,1.0,0.0,0.0,NORTH END
SPS-District K-12,K-12 School,2,54528,0,75.0,0.25,28,0.0,36.17,1.0,27264.0,6.88,986039.31,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,21101,0,0.0,1.33,27,0.0,32.03,0.87,21101.0,27.97,675772.88,0.25,0.0,0.75,SOUTH END
NonResidential,Warehouse,2,45594,0,75.0,0.21,102,0.0,29.64,1.0,22797.0,4.71,675633.94,1.0,0.0,0.0,SOUTH END
NonResidential,Other,1,26660,0,0.0,0.59,66,0.0,84.07,1.0,26660.0,15.62,2241280.5,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,28126,0,44.0,0.66,41,0.0,30.95,0.77,28126.0,18.63,870625.81,0.69,0.0,0.31,SOUTH END
NonResidential,Warehouse,1,35000,0,53.0,0.08,52,0.0,10.82,1.0,35000.0,2.64,378714.41,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,26150,0,6.0,1.02,54,0.0,46.21,1.0,26150.0,26.55,1208407.62,0.67,0.0,0.33,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,24000,0,73.0,0.32,49,0.0,45.36,1.0,12000.0,3.8,544278.12,1.0,0.0,0.0,SOUTH END
NonResidential,K-12 School,5,43594,0,38.0,1.68,48,0.0,56.84,0.94,8718.8,14.65,495609.1,0.51,0.0,0.49,CENTRAL CITY
NonResidential,Other,1,28080,0,0.0,0.66,104,0.0,28.3,0.91,28080.0,18.54,794724.62,0.65,0.0,0.35,CENTRAL CITY
NonResidential,Other,1,22047,0,100.0,0.08,54,0.0,12.05,1.04,22047.0,1.85,265774.91,1.0,0.0,0.0,NORTH END
NonResidential,Warehouse,1,31600,0,3.0,3.27,37,0.0,106.44,1.0,31600.0,103.28,3363535.5,0.49,0.0,0.51,SOUTH END
NonResidential,Warehouse,1,35289,0,63.0,0.68,9,0.0,24.84,1.0,35289.0,23.9,876425.0,0.56,0.0,0.44,SOUTH END
NonResidential,Warehouse,1,28920,0,50.0,2.77,35,0.0,60.53,1.04,28920.0,80.09,1750419.0,0.16,0.0,0.84,SOUTH END
NonResidential,Warehouse,1,22176,0,60.0,1.48,38,0.0,33.21,1.0,22176.0,32.77,736428.62,0.19,0.0,0.81,SOUTH END
NonResidential,Warehouse,1,31300,0,89.0,0.29,38,0.0,11.59,1.0,31300.0,9.08,362874.0,0.61,0.0,0.39,SOUTH END
NonResidential,Warehouse,1,22000,0,14.0,0.22,37,0.0,31.85,1.0,22000.0,4.88,700627.62,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,3,39927,0,38.0,0.62,42,0.0,89.37,0.99,13309.0,8.29,1189473.17,1.0,0.0,0.0,NORTH END
NonResidential,Other,1,30610,0,0.0,4.44,37,0.0,140.3,0.76,30610.0,135.81,4294550.0,0.47,0.0,0.53,NORTH END
NonResidential,Large Office,2,26930,6350,64.0,0.26,36,0.0,37.24,1.0,13465.0,3.5,501497.5,1.0,0.0,0.0,NORTH END
NonResidential,Large Office,2,38745,0,76.0,1.28,48,0.0,74.6,1.68,19372.5,24.81,1445189.5,0.78,0.0,0.22,NORTH END
NonResidential,Warehouse,2,20296,0,0.0,0.29,57,0.0,42.16,1.0,10148.0,2.98,427832.56,1.0,0.0,0.0,NORTH END
NonResidential,Mixed Use Property,2,22135,0,0.0,1.24,71,0.0,57.0,0.47,11067.5,13.7,630817.25,0.68,0.0,0.32,NORTH END
NonResidential,Large Office,3,38378,0,86.0,1.4,49,0.0,42.88,0.91,12792.67,17.91,548535.04,0.44,0.0,0.56,NORTH END
NonResidential,Warehouse,2,33576,0,64.0,1.48,36,0.0,37.98,1.0,16788.0,24.86,637615.88,0.31,0.0,0.69,NORTH END
NonResidential,Other,1,20971,0,0.0,0.24,35,0.0,34.78,1.12,20971.0,5.08,729397.19,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,23910,0,0.0,0.63,89,0.0,36.54,0.84,7970.0,5.04,291192.44,0.78,0.0,0.22,NORTH END
NonResidential,Other,2,21765,0,80.0,0.8,106,0.0,19.82,1.0,10882.5,8.69,215695.2,0.28,0.0,0.72,NORTH END
NonResidential,Other,2,26560,0,1.0,2.44,115,0.0,65.94,1.0,13280.0,32.44,875741.94,0.35,0.0,0.65,CENTRAL CITY
NonResidential,Retail Store,2,38845,0,82.0,5.55,24,0.01,178.07,1.0,19422.5,107.78,3458640.0,0.48,0.0,0.52,SOUTH END
SPS-District K-12,K-12 School,1,38582,0,85.0,1.67,61,0.0,47.92,1.05,38582.0,64.54,1848878.5,0.39,0.0,0.61,NORTH END
NonResidential,Small- and Mid-Sized Office,1,25500,0,98.0,2.17,49,0.0,47.6,1.0,25500.0,55.3,1213869.75,0.16,0.0,0.84,SOUTH END
NonResidential,Warehouse,1,41895,0,0.0,0.6,55,0.0,29.65,0.9,41895.0,25.09,1242311.5,0.71,0.0,0.29,SOUTH END
NonResidential,Retail Store,2,56193,0,0.0,0.83,58,0.0,44.45,1.0,28096.5,23.45,1248971.38,0.74,0.0,0.26,SOUTH END
NonResidential,K-12 School,3,35448,0,97.0,1.7,94,0.0,38.93,1.0,11816.0,20.11,459977.5,0.2,0.0,0.8,NORTH END
NonResidential,Other,1,32000,0,0.0,1.42,55,0.0,41.6,0.93,32000.0,45.38,1331122.12,0.41,0.0,0.59,NORTH END
NonResidential,Mixed Use Property,2,31140,0,0.0,1.25,106,0.0,30.04,0.48,15570.0,19.43,467790.16,0.25,0.0,0.75,NORTH END
NonResidential,Warehouse,3,41478,0,3.0,1.89,41,0.0,73.19,0.77,13826.0,26.07,1011987.42,0.59,0.0,0.41,NORTH END
NonResidential,Warehouse,1,39840,0,2.0,0.13,36,0.0,18.88,1.0,39840.0,5.24,752104.0,1.0,0.0,0.0,NORTH END
Nonresidential COS,Other,1,30576,15576,0.0,1.26,12,0.0,50.15,0.49,30576.0,38.52,1533245.75,0.61,0.0,0.39,NORTH END
